Player,Team,Match_Type,Venue,Runs_Scored,Balls_Faced,Strike_Rate,Wickets_Taken,Economy_Rate,Predicted_Winner,Prediction_Probability,Actual_Winner,Betting_Odds,Social_Platform,Likes,Shares,Comments,Sentiment_Score
Player 88,Team E,ODI,London,14,35,40.0,5,3.87,Team D,73.42,Team D,3.24,Instagram,5767,425,249,-0.09
Player 91,Team C,Test,Sydney,209,51,409.8,5,9.67,Team E,81.09,Team C,3.51,YouTube,32782,841,702,-0.7
Player 14,Team D,ODI,Dubai,146,54,270.37,1,5.1,Team D,76.42,Team B,4.74,YouTube,3885,322,1648,0.99
Player 11,Team D,ODI,London,32,31,103.23,4,9.21,Team B,81.42,Team B,4.85,YouTube,9624,3680,1074,0.78
Player 77,Team D,ODI,Sydney,191,5,3820.0,3,8.87,Team C,98.63,Team D,1.53,Facebook,43515,423,191,0.46
Player 42,Team E,Test,Sydney,336,63,533.33,0,5.24,Team B,71.39,Team B,3.67,Twitter,15721,1305,1923,-0.27
Player 16,Team D,ODI,Dubai,156,110,141.82,3,9.18,Team E,51.38,Team E,4.51,Twitter,8587,3243,1196,0.58
Player 41,Team D,Test,Dubai,207,115,180.0,0,7.31,Team C,71.06,Team B,3.84,YouTube,37588,4588,1449,0.24
Player 92,Team C,Test,London,203,121,167.77,4,9.56,Team A,81.31,Team C,1.55,YouTube,6244,254,975,-0.9
Player 72,Team A,Test,Mumbai,225,136,165.44,5,7.1,Team E,94.17,Team C,4.59,Instagram,11653,856,1946,-0.89
Player 2,Team E,Test,Sydney,272,89,305.62,4,9.7,Team B,96.43,Team C,3.62,Facebook,49004,3849,1137,0.33
Player 53,Team B,T20,London,95,12,791.67,0,3.1,Team C,85.28,Team D,4.04,Twitter,42512,4911,1692,0.32
Player 6,Team E,ODI,Cape Town,125,135,92.59,5,9.47,Team E,87.62,Team B,2.0,Instagram,25033,4471,1825,0.25
Player 72,Team C,T20,Dubai,150,23,652.17,2,7.69,Team D,68.42,Team E,4.76,Instagram,38483,4996,1682,0.68
Player 52,Team B,Test,Sydney,213,102,208.82,0,5.42,Team B,74.41,Team C,1.94,Twitter,41088,1436,1105,-0.23
Player 84,Team E,T20,Mumbai,198,48,412.5,5,4.82,Team D,53.97,Team A,4.82,Facebook,40187,924,621,0.86
Player 25,Team A,Test,Dubai,309,55,561.82,3,7.65,Team E,69.11,Team B,4.35,Instagram,4147,4499,1077,0.72
Player 86,Team A,ODI,Sydney,47,107,43.93,1,6.7,Team D,58.19,Team C,3.65,Facebook,12405,1191,1927,0.29
Player 100,Team D,T20,Mumbai,198,112,176.79,0,9.1,Team E,58.92,Team A,2.49,Twitter,38973,436,355,-0.61
Player 51,Team C,ODI,London,81,88,92.05,2,8.8,Team B,54.24,Team D,4.51,Facebook,18830,1444,595,-0.24
Player 5,Team A,T20,Cape Town,116,59,196.61,4,8.89,Team E,74.39,Team B,3.86,Instagram,5391,828,1348,-0.96
Player 84,Team C,ODI,Dubai,178,125,142.4,4,6.19,Team A,93.67,Team E,1.81,Instagram,6962,1964,1334,0.47
Player 9,Team E,ODI,London,85,115,73.91,2,3.5,Team E,77.77,Team D,3.5,YouTube,30161,4539,1913,0.73
Player 45,Team D,T20,Sydney,11,103,10.68,1,9.09,Team D,91.67,Team C,3.31,Twitter,32921,3024,745,0.76
Player 86,Team C,ODI,Mumbai,122,25,488.0,0,3.81,Team D,73.57,Team C,2.39,YouTube,29416,4444,1176,-0.97
Player 86,Team A,Test,Mumbai,383,2,19150.0,3,6.34,Team C,83.75,Team D,4.26,Instagram,21897,3368,1713,0.25
Player 11,Team C,T20,Cape Town,117,102,114.71,0,9.53,Team B,57.56,Team A,4.54,Twitter,12720,1625,938,0.28
Player 74,Team E,ODI,Dubai,179,62,288.71,4,6.8,Team E,90.96,Team C,2.04,Twitter,13034,1030,1964,0.54
Player 77,Team E,ODI,London,157,80,196.25,2,5.59,Team C,96.34,Team B,4.3,Facebook,27300,3909,1028,-0.4
Player 31,Team B,T20,Mumbai,71,92,77.17,5,3.42,Team B,66.52,Team B,1.75,Instagram,15250,103,1513,0.78
Player 55,Team B,Test,Dubai,300,114,263.16,0,7.39,Team C,64.74,Team D,1.71,Facebook,12892,4537,592,0.88
Player 31,Team A,T20,Dubai,24,150,16.0,2,3.83,Team E,51.91,Team C,4.06,YouTube,7719,2695,1280,0.74
Player 15,Team C,T20,Mumbai,84,127,66.14,4,5.37,Team B,80.0,Team B,4.6,YouTube,49266,1910,1435,0.1
Player 65,Team D,Test,Cape Town,28,38,73.68,0,8.21,Team E,61.22,Team D,2.8,Facebook,2512,932,1501,0.61
Player 39,Team A,ODI,Mumbai,71,104,68.27,2,7.26,Team B,53.03,Team B,3.73,Instagram,46659,479,1702,0.91
Player 63,Team B,Test,Cape Town,222,45,493.33,4,3.75,Team B,63.09,Team A,4.58,Twitter,3955,1441,650,-0.7
Player 66,Team A,ODI,Cape Town,31,140,22.14,4,8.95,Team E,53.72,Team D,4.36,Instagram,45883,2158,719,-0.24
Player 11,Team D,Test,Dubai,16,114,14.04,2,8.55,Team E,56.74,Team E,2.28,Facebook,34312,4954,1790,0.11
Player 53,Team D,T20,Mumbai,158,1,15800.0,2,8.09,Team C,52.33,Team E,4.3,Twitter,6549,3817,1329,0.04
Player 49,Team C,ODI,Mumbai,61,141,43.26,1,9.59,Team D,68.85,Team C,4.07,Facebook,10888,374,1516,-0.87
Player 35,Team D,Test,Cape Town,365,133,274.44,1,3.62,Team D,71.87,Team C,2.7,Facebook,30456,3071,276,-0.21
Player 61,Team A,ODI,Dubai,111,147,75.51,2,6.28,Team C,70.35,Team D,3.32,Facebook,44714,3313,1498,0.57
Player 22,Team B,Test,London,235,28,839.29,1,5.4,Team A,53.44,Team B,4.83,Twitter,5057,1161,608,0.43
Player 70,Team B,Test,Sydney,133,27,492.59,0,5.78,Team B,64.1,Team D,4.81,YouTube,19817,3448,1055,0.86
Player 19,Team E,T20,Sydney,124,19,652.63,2,3.82,Team D,68.91,Team A,2.01,Facebook,17296,4279,1202,-0.83
Player 19,Team A,T20,Mumbai,105,22,477.27,4,5.24,Team E,75.79,Team E,4.45,Instagram,20614,1457,523,0.35
Player 78,Team B,Test,Mumbai,176,127,138.58,2,7.37,Team A,75.53,Team D,1.55,Instagram,38438,3093,1613,0.92
Player 66,Team C,Test,Sydney,400,93,430.11,3,5.77,Team E,74.53,Team E,4.09,Instagram,20310,3996,1441,-0.62
Player 21,Team E,T20,London,149,87,171.26,0,7.45,Team B,92.44,Team E,2.65,Facebook,44346,408,1607,0.27
Player 3,Team A,ODI,Dubai,164,11,1490.91,4,7.9,Team C,59.39,Team C,1.64,Facebook,14405,714,486,0.56
Player 17,Team E,Test,London,137,134,102.24,3,5.72,Team D,84.59,Team D,1.54,Facebook,31140,3477,367,-0.03
Player 98,Team A,T20,London,152,69,220.29,3,7.89,Team E,97.74,Team C,3.21,Twitter,16762,2409,816,-0.67
Player 43,Team B,Test,Cape Town,244,43,567.44,1,5.89,Team E,50.65,Team E,1.61,Twitter,41479,1318,137,0.8
Player 32,Team D,ODI,Sydney,83,97,85.57,4,6.39,Team B,98.69,Team A,4.92,Facebook,32086,1382,1917,0.19
Player 53,Team C,Test,Cape Town,313,71,440.85,0,5.13,Team A,76.55,Team A,2.39,YouTube,32102,4438,815,0.67
Player 49,Team E,T20,Cape Town,191,100,191.0,4,8.1,Team B,91.29,Team E,4.27,Twitter,4437,1226,820,-0.56
Player 57,Team B,Test,London,23,54,42.59,2,7.71,Team E,63.82,Team D,4.3,Facebook,14684,1259,1206,0.87
Player 4,Team A,ODI,Sydney,108,58,186.21,1,6.53,Team E,68.46,Team E,2.02,Facebook,8889,3645,1709,0.24
Player 71,Team D,Test,Sydney,369,74,498.65,5,3.49,Team E,78.33,Team B,1.53,Instagram,40682,3903,600,0.43
Player 64,Team B,ODI,London,82,27,303.7,0,3.86,Team D,79.55,Team E,3.86,Twitter,49243,3651,87,0.27
Player 1,Team E,ODI,Sydney,200,23,869.57,0,3.19,Team A,89.24,Team C,4.43,Facebook,46374,2875,1697,0.03
Player 38,Team C,T20,Dubai,109,61,178.69,3,9.66,Team E,79.03,Team C,4.5,Facebook,15111,1634,1173,0.06
Player 6,Team E,ODI,Dubai,115,143,80.42,3,7.25,Team B,74.19,Team C,3.56,YouTube,49880,3606,836,0.43
Player 37,Team B,T20,London,19,126,15.08,0,6.99,Team C,65.68,Team B,3.66,Instagram,49251,4523,660,-0.96
Player 52,Team D,ODI,Cape Town,0,78,0.0,3,8.58,Team B,60.9,Team A,1.85,Facebook,10958,4445,1807,0.85
Player 87,Team D,ODI,Dubai,60,114,52.63,1,7.43,Team B,74.79,Team C,4.38,Facebook,17035,4237,1218,-0.32
Player 45,Team A,Test,Sydney,35,48,72.92,1,3.24,Team D,86.5,Team C,5.0,Twitter,49242,3614,223,0.48
Player 7,Team D,ODI,Sydney,10,113,8.85,5,6.19,Team D,75.04,Team D,4.05,Twitter,28910,4367,1371,-0.59
Player 75,Team C,T20,Cape Town,187,84,222.62,5,5.62,Team B,60.31,Team C,1.64,Instagram,14786,2967,1455,0.96
Player 18,Team E,Test,Sydney,165,9,1833.33,2,9.56,Team E,67.44,Team D,2.69,Instagram,39361,3389,1206,0.81
Player 11,Team A,Test,Dubai,174,83,209.64,0,4.8,Team D,80.84,Team C,2.6,Instagram,14429,2959,634,-0.68
Player 12,Team A,T20,London,156,101,154.46,2,8.68,Team C,96.59,Team E,3.5,Twitter,29081,2273,61,0.26
Player 53,Team E,T20,Sydney,92,150,61.33,4,6.71,Team D,94.28,Team A,2.99,YouTube,12249,2407,1828,-0.84
Player 84,Team D,Test,London,122,57,214.04,5,8.52,Team D,82.51,Team B,1.76,YouTube,25972,2837,1627,0.54
Player 9,Team E,T20,Cape Town,120,104,115.38,5,8.87,Team C,78.53,Team D,3.73,Facebook,33828,3671,1600,0.25
Player 6,Team A,ODI,Sydney,154,50,308.0,0,5.14,Team E,56.94,Team B,2.74,Instagram,36017,2456,428,0.55
